country,duration_seconds,english_cname,id,species,latitude,longitude
United States,13,California Thrasher,7422,redivivum,34.454873,-119.70943500000001
United States,13,California Thrasher,426310,redivivum,37.812,-122.134
United States,17,California Thrasher,297434,redivivum,33.0044,-117.2727
United States,18,California Thrasher,400990,redivivum,34.0833,-117.7988
United States,19,California Thrasher,17822,redivivum,33.57058,-117.81088999999999
United States,20,California Thrasher,70739,redivivum,34.171,-118.677
United States,20,California Thrasher,350280,redivivum,32.7893,-117.0777
United States,23,California Thrasher,408164,redivivum,34.1836,-117.2726
United States,23,California Thrasher,109826,redivivum,37.2942,-122.0573
United States,24,California Thrasher,244515,redivivum,33.7131,-117.6197
United States,24,California Thrasher,408163,redivivum,34.1836,-117.2726
United States,24,California Thrasher,307220,redivivum,33.4345,-117.186
United States,26,California Thrasher,231510,redivivum,33.1121,-116.32799999999999
United States,26,California Thrasher,30594,redivivum,34.657216,-119.941864
United States,27,California Thrasher,17823,redivivum,33.57058,-117.81088999999999
United States,28,California Thrasher,408602,redivivum,34.8803,-119.3514
United States,30,California Thrasher,341392,redivivum,33.0485,-117.0841
United States,30,California Thrasher,109827,redivivum,37.2942,-122.0573
United States,31,California Thrasher,256607,redivivum,33.6651,-117.8434
United States,31,California Thrasher,231508,redivivum,33.1121,-116.32799999999999
United States,31,California Thrasher,404196,redivivum,32.9061,-116.5834
United States,32,California Thrasher,283694,redivivum,32.7896,-117.0443
United States,32,California Thrasher,294567,redivivum,34.0229,-117.1585
United States,33,California Thrasher,121010,redivivum,33.9638,-117.9252
United States,34,California Thrasher,351926,redivivum,36.2176,-118.04
United States,36,California Thrasher,351944,redivivum,33.0523,-117.0804
United States,36,California Thrasher,17824,redivivum,33.799459999999996,-117.79283000000001
United States,4,California Towhee,482881,crissalis,32.5458,-117.0737
United States,4,California Towhee,307086,crissalis,33.4345,-117.186
United States,5,California Towhee,126370,crissalis,32.8401,-117.0437
United States,5,California Towhee,126406,crissalis,36.4836,-121.1659
United States,6,California Towhee,100213,crissalis,32.736999999999995,-117.149
United States,7,California Towhee,145567,crissalis,37.7677,-122.4849
United States,7,California Towhee,408158,crissalis,34.1836,-117.2726
United States,9,California Towhee,122635,crissalis,35.2751,-120.8814
United States,10,California Towhee,297451,crissalis,34.6347,-120.1408
United States,10,California Towhee,184234,crissalis,35.2751,-120.8814
United States,12,California Towhee,125783,crissalis,35.3809,-118.1124
United States,12,California Towhee,17812,crissalis,33.57058,-117.81088999999999
United States,13,California Towhee,17811,crissalis,33.57058,-117.81088999999999
United States,14,California Towhee,17810,crissalis,33.57058,-117.81088999999999
United States,17,California Towhee,135686,crissalis,37.7683,-122.5058
United States,17,California Towhee,409059,crissalis,35.2663,-120.6867
United States,17,California Towhee,482882,crissalis,32.5458,-117.0737
United States,18,California Towhee,126412,crissalis,34.186,-116.9004
United States,18,California Towhee,297452,crissalis,34.6347,-120.1408
United States,19,California Towhee,451012,crissalis,32.5547,-117.0634
United States,21,California Towhee,228169,crissalis,32.5899,-117.1264
United States,21,California Towhee,235965,crissalis,38.6833,-121.8814
United States,23,California Towhee,125798,crissalis,32.8401,-117.0437
United States,23,California Towhee,131478,crissalis,34.1301,-118.1138
United States,24,California Towhee,131470,crissalis,34.1301,-118.1138
United States,24,California Towhee,449577,crissalis,32.5547,-117.0634
United States,25,California Towhee,228168,crissalis,32.5899,-117.1264
United States,25,California Towhee,297483,crissalis,32.7765,-116.4505
United States,28,California Towhee,72973,crissalis,36.593,-121.835
United States,28,California Towhee,412851,crissalis,34.465,-119.7125
United States,4,Canyon Wren,253254,mexicanus,34.2632,-114.0193
United States,4,Canyon Wren,253901,mexicanus,35.010999999999996,-115.4734
United States,4,Canyon Wren,100600,mexicanus,37.954,-121.863
United States,5,Canyon Wren,140012,mexicanus,34.2717,-114.0437
United States,6,Canyon Wren,322511,mexicanus,34.2008,-117.6601
United States,7,Canyon Wren,449572,mexicanus,37.6225,-121.5725
United States,9,Canyon Wren,316776,mexicanus,36.4744,-121.1864
United States,10,Canyon Wren,299261,mexicanus,33.2808,-116.4337
United States,13,Canyon Wren,432933,mexicanus,34.285,-114.069
United States,13,Canyon Wren,237154,mexicanus,34.285,-114.069
United States,18,Canyon Wren,351185,mexicanus,36.4836,-121.1659
United States,25,Canyon Wren,215792,mexicanus,33.0042,-116.7464
United States,25,Canyon Wren,461561,mexicanus,34.195,-118.1199
United States,27,Canyon Wren,206349,mexicanus,36.4728,-121.1873
United States,27,Canyon Wren,358881,mexicanus,32.7507,-116.6683
United States,27,Canyon Wren,351183,mexicanus,36.4836,-121.1659
United States,28,Canyon Wren,194508,mexicanus,34.2562,-118.0902
United States,30,Canyon Wren,128258,mexicanus,36.4744,-121.1864
United States,33,Canyon Wren,115815,mexicanus,34.285,-114.069
United States,33,Canyon Wren,306679,mexicanus,34.201,-118.01899999999999
United States,38,Canyon Wren,389600,mexicanus,37.6238,-121.5341
United States,40,Canyon Wren,170089,mexicanus,34.1601,-117.8256
United States,41,Canyon Wren,244240,mexicanus,34.28,-114.0638
United States,45,Canyon Wren,187303,mexicanus,36.4744,-121.1864
United States,45,Canyon Wren,315411,mexicanus,36.4744,-121.1864
United States,48,Canyon Wren,255299,mexicanus,33.3608,-114.0977
United States,49,Canyon Wren,351126,mexicanus,35.8378,-118.0419
United States,50,Canyon Wren,351288,mexicanus,37.5964,-120.0039
United States,77,Canyon Wren,330125,mexicanus,33.010999999999996,-117.0098
United States,78,Canyon Wren,320592,mexicanus,37.4525,-121.2734
United States,4,Cassin's Finch,291010,cassinii,36.3929,-120.6613
United States,9,Cassin's Finch,218169,cassinii,37.7531,-119.8012
United States,12,Cassin's Finch,256576,cassinii,40.6148,-115.3816
United States,17,Cassin's Finch,220513,cassinii,32.8693,-116.4162
United States,18,Cassin's Finch,448833,cassinii,32.8814,-116.4632
United States,18,Cassin's Finch,218167,cassinii,37.936,-119.0284
United States,21,Cassin's Finch,408589,cassinii,34.3558,-117.8036
United States,22,Cassin's Finch,256088,cassinii,38.8997,-117.3762
United States,23,Cassin's Finch,220517,cassinii,32.8693,-116.4162
United States,23,Cassin's Finch,218168,cassinii,37.936,-119.0284
United States,24,Cassin's Finch,220514,cassinii,32.8693,-116.4162
United States,24,Cassin's Finch,324997,cassinii,40.646,-115.3812
United States,25,Cassin's Finch,114090,cassinii,39.494,-117.073
United States,25,Cassin's Finch,453739,cassinii,32.8658,-116.4202
United States,26,Cassin's Finch,346216,cassinii,36.3115,-115.60600000000001
United States,26,Cassin's Finch,378492,cassinii,39.3823,-119.8621
United States,29,Cassin's Finch,253943,cassinii,39.1704,-119.4996
United States,36,Cassin's Finch,247320,cassinii,35.0913,-113.8886
United States,36,Cassin's Finch,418276,cassinii,36.3815,-115.7443
United States,36,Cassin's Finch,320084,cassinii,36.7883,-118.8915
United States,37,Cassin's Finch,247688,cassinii,34.3662,-117.6913
United States,38,Cassin's Finch,428807,cassinii,34.7754,-118.9783
United States,38,Cassin's Finch,371240,cassinii,39.1053,-119.9058
United States,39,Cassin's Finch,373516,cassinii,39.0246,-114.2767
United States,41,Cassin's Finch,325006,cassinii,40.6158,-115.3796
United States,41,Cassin's Finch,475283,cassinii,39.0733,-119.4547
United States,42,Cassin's Finch,218075,cassinii,37.936,-119.0284
United States,43,Cassin's Finch,247689,cassinii,34.3662,-117.6913
United States,44,Cassin's Finch,408300,cassinii,34.813,-119.1457
United States,44,Cassin's Finch,374629,cassinii,34.3514,-117.9025
United States,9,Cassin's Vireo,128912,cassinii,35.4242,-120.7375
United States,10,Cassin's Vireo,388711,cassinii,36.7529,-118.9461
United States,10,Cassin's Vireo,283560,cassinii,33.6992,-114.5032
United States,25,Cassin's Vireo,483025,cassinii,34.3808,-117.76700000000001
United States,28,Cassin's Vireo,483026,cassinii,34.3808,-117.76700000000001
United States,30,Cassin's Vireo,283558,cassinii,33.3672,-114.6766
United States,32,Cassin's Vireo,379329,cassinii,35.9678,-118.4176
United States,33,Cassin's Vireo,379144,cassinii,40.5353,-121.5676
United States,33,Cassin's Vireo,136030,cassinii,36.3131,-121.5709
United States,34,Cassin's Vireo,447216,cassinii,39.0916,-120.8039
United States,36,Cassin's Vireo,375751,cassinii,39.7425,-119.3242
United States,36,Cassin's Vireo,187313,cassinii,38.0707,-122.8246
United States,38,Cassin's Vireo,483016,cassinii,34.3808,-117.76700000000001
United States,40,Cassin's Vireo,181413,cassinii,40.1009,-123.7957
United States,42,Cassin's Vireo,156438,cassinii,34.218,-117.698
United States,43,Cassin's Vireo,239813,cassinii,33.6982,-114.5023
United States,45,Cassin's Vireo,237092,cassinii,37.1005,-121.8645
United States,46,Cassin's Vireo,156439,cassinii,34.218,-117.698
United States,46,Cassin's Vireo,76908,cassinii,37.977,-120.37299999999999
United States,47,Cassin's Vireo,447218,cassinii,39.0585,-120.5752
United States,47,Cassin's Vireo,483024,cassinii,34.3808,-117.76700000000001
United States,55,Cassin's Vireo,418112,cassinii,36.4387,-115.359
United States,57,Cassin's Vireo,483019,cassinii,34.3808,-117.76700000000001
United States,57,Cassin's Vireo,447220,cassinii,35.8389,-118.0431
United States,68,Cassin's Vireo,102950,cassinii,39.698,-120.45299999999999
United States,69,Cassin's Vireo,418224,cassinii,36.4387,-115.359
United States,80,Cassin's Vireo,103096,cassinii,39.698,-120.45299999999999
United States,80,Cassin's Vireo,131556,cassinii,39.6787,-120.3142
United States,81,Cassin's Vireo,234553,cassinii,33.9026,-117.8761
United States,87,Cassin's Vireo,103095,cassinii,39.698,-120.45299999999999
United States,4,Chestnut-backed Chickadee,363162,rufescens,41.1374,-124.1553
United States,6,Chestnut-backed Chickadee,362959,rufescens,41.1374,-124.1553
United States,9,Chestnut-backed Chickadee,364337,rufescens,41.1374,-124.1553
United States,10,Chestnut-backed Chickadee,363150,rufescens,41.1374,-124.1553
United States,10,Chestnut-backed Chickadee,363200,rufescens,41.1374,-124.1553
United States,11,Chestnut-backed Chickadee,109595,rufescens,37.2913,-122.0845
United States,15,Chestnut-backed Chickadee,297464,rufescens,35.0307,-120.6205
United States,15,Chestnut-backed Chickadee,362958,rufescens,41.1374,-124.1553
United States,16,Chestnut-backed Chickadee,92190,rufescens,41.133204,-124.15272
United States,18,Chestnut-backed Chickadee,443469,rufescens,37.9298,-122.73700000000001
United States,19,Chestnut-backed Chickadee,363140,rufescens,41.1374,-124.1553
United States,20,Chestnut-backed Chickadee,364357,rufescens,41.1374,-124.1553
United States,25,Chestnut-backed Chickadee,325018,rufescens,41.3003,-124.0439
United States,26,Chestnut-backed Chickadee,364352,rufescens,41.1374,-124.1553
United States,27,Chestnut-backed Chickadee,408015,rufescens,36.2886,-121.8446
United States,31,Chestnut-backed Chickadee,72975,rufescens,36.616,-121.91799999999999
United States,38,Chestnut-backed Chickadee,363955,rufescens,41.1374,-124.1553
United States,39,Chestnut-backed Chickadee,352289,rufescens,36.6193,-121.917
United States,39,Chestnut-backed Chickadee,125469,rufescens,35.4242,-120.7375
United States,40,Chestnut-backed Chickadee,201401,rufescens,35.0307,-120.6205
United States,42,Chestnut-backed Chickadee,364353,rufescens,41.1374,-124.1553
United States,48,Chestnut-backed Chickadee,105754,rufescens,37.578,-122.475
United States,51,Chestnut-backed Chickadee,105731,rufescens,37.578,-122.475
United States,54,Chestnut-backed Chickadee,89915,rufescens,35.424238444305,-120.73751449585
United States,55,Chestnut-backed Chickadee,109655,rufescens,37.3144,-122.0632
United States,55,Chestnut-backed Chickadee,362937,rufescens,41.1374,-124.1553
United States,58,Chestnut-backed Chickadee,28255,rufescens,35.576812,-120.858278
United States,59,Chestnut-backed Chickadee,28256,rufescens,35.576812,-120.858278
United States,59,Chestnut-backed Chickadee,28258,rufescens,35.576812,-120.858278
United States,64,Chestnut-backed Chickadee,105732,rufescens,37.578,-122.475
United States,5,Clark's Nutcracker,448838,columbiana,32.8814,-116.4632
United States,8,Clark's Nutcracker,182588,columbiana,34.351,-117.934
United States,10,Clark's Nutcracker,381514,columbiana,39.5155,-117.6211
United States,11,Clark's Nutcracker,422410,columbiana,38.0778,-119.2543
United States,12,Clark's Nutcracker,182586,columbiana,34.351,-117.934
United States,12,Clark's Nutcracker,210629,columbiana,34.351,-117.934
United States,12,Clark's Nutcracker,121020,columbiana,34.3558,-117.8036
United States,14,Clark's Nutcracker,182585,columbiana,34.351,-117.934
United States,15,Clark's Nutcracker,391598,columbiana,38.0188,-119.1633
United States,16,Clark's Nutcracker,409952,columbiana,34.351,-117.934
United States,16,Clark's Nutcracker,144070,columbiana,34.3558,-117.8036
United States,17,Clark's Nutcracker,182587,columbiana,34.351,-117.934
United States,19,Clark's Nutcracker,383041,columbiana,34.351,-117.934
United States,20,Clark's Nutcracker,325014,columbiana,40.614000000000004,-115.3762
United States,20,Clark's Nutcracker,121019,columbiana,34.3845,-117.6852
United States,21,Clark's Nutcracker,13318,columbiana,39.98323,-120.86773000000001
United States,21,Clark's Nutcracker,394917,columbiana,37.6027,-119.01100000000001
United States,23,Clark's Nutcracker,256083,columbiana,38.8997,-117.3762
United States,24,Clark's Nutcracker,256082,columbiana,38.8997,-117.3762
United States,25,Clark's Nutcracker,451198,columbiana,32.8814,-116.4632
United States,25,Clark's Nutcracker,373515,columbiana,39.0246,-114.2767
United States,30,Clark's Nutcracker,330213,columbiana,34.3558,-117.8036
United States,30,Clark's Nutcracker,451196,columbiana,32.8814,-116.4632
United States,32,Clark's Nutcracker,394915,columbiana,37.6027,-119.01100000000001
United States,36,Clark's Nutcracker,166256,columbiana,34.346,-117.915
United States,38,Clark's Nutcracker,448839,columbiana,32.8814,-116.4632
United States,40,Clark's Nutcracker,451195,columbiana,32.8814,-116.4632
United States,40,Clark's Nutcracker,382746,columbiana,40.5926,-115.3857
United States,40,Clark's Nutcracker,408596,columbiana,34.3558,-117.8036
United States,40,Clark's Nutcracker,488843,columbiana,34.3294,-117.6365
United States,6,Common Poorwill,104040,nuttallii,34.268,-118.07700000000001
United States,9,Common Poorwill,292691,nuttallii,34.195,-118.1199
United States,9,Common Poorwill,490763,nuttallii,34.285,-114.069
United States,9,Common Poorwill,292690,nuttallii,34.195,-118.1199
United States,11,Common Poorwill,407880,nuttallii,34.195,-118.1199
United States,11,Common Poorwill,150237,nuttallii,32.8226,-117.0744
United States,12,Common Poorwill,109851,nuttallii,34.216,-118.695
United States,13,Common Poorwill,234007,nuttallii,33.9831,-117.3002
United States,14,Common Poorwill,407881,nuttallii,34.195,-118.1199
United States,16,Common Poorwill,234734,nuttallii,34.3514,-117.9025
United States,16,Common Poorwill,304194,nuttallii,34.195,-118.1199
United States,18,Common Poorwill,331656,nuttallii,37.9066,-121.9546
United States,18,Common Poorwill,402143,nuttallii,34.195,-118.1199
United States,18,Common Poorwill,359467,nuttallii,33.7943,-117.7412
United States,19,Common Poorwill,394930,nuttallii,34.195,-118.1199
United States,21,Common Poorwill,212856,nuttallii,34.268,-118.07700000000001
United States,21,Common Poorwill,394929,nuttallii,34.195,-118.1199
United States,23,Common Poorwill,394928,nuttallii,34.195,-118.1199
United States,23,Common Poorwill,303013,nuttallii,34.195,-118.1199
United States,24,Common Poorwill,375915,nuttallii,39.4655,-117.6091
United States,24,Common Poorwill,304192,nuttallii,34.195,-118.1199
United States,25,Common Poorwill,313116,nuttallii,34.2185,-117.7129
United States,25,Common Poorwill,289205,nuttallii,34.195,-118.1199
United States,28,Common Poorwill,408966,nuttallii,34.195,-118.1199
United States,29,Common Poorwill,461560,nuttallii,34.195,-118.1199
United States,31,Common Poorwill,289195,nuttallii,34.195,-118.1199
United States,31,Common Poorwill,169790,nuttallii,34.2035,-118.2658
United States,32,Common Poorwill,394927,nuttallii,34.195,-118.1199
United States,34,Common Poorwill,313093,nuttallii,34.2185,-117.7129
United States,35,Common Poorwill,313807,nuttallii,34.2043,-118.1197
United States,2,Common Yellowthroat,490877,trichas,33.9761,-118.4094
United States,4,Common Yellowthroat,307202,trichas,32.7371,-117.0636
United States,6,Common Yellowthroat,233987,trichas,32.7921,-117.0742
United States,8,Common Yellowthroat,483964,trichas,32.5458,-117.0737
United States,17,Common Yellowthroat,330130,trichas,33.0033,-117.007
United States,18,Common Yellowthroat,283690,trichas,34.2539,-114.0005
Mexico,18,Common Yellowthroat,339895,trichas,32.5372,-116.9394
United States,19,Common Yellowthroat,449574,trichas,32.5547,-117.0634
United States,20,Common Yellowthroat,253685,trichas,33.0042,-117.0087
United States,21,Common Yellowthroat,265126,trichas,40.8702,-124.1157
United States,24,Common Yellowthroat,450766,trichas,32.5547,-117.0634
United States,24,Common Yellowthroat,490926,trichas,32.5558,-117.0848
United States,27,Common Yellowthroat,235952,trichas,38.5431,-121.6201
United States,27,Common Yellowthroat,416306,trichas,38.4725,-121.5624
United States,35,Common Yellowthroat,131472,trichas,34.1301,-118.1138
United States,36,Common Yellowthroat,375271,trichas,38.4447,-122.8069
United States,37,Common Yellowthroat,416047,trichas,37.3019,-115.1311
Mexico,39,Common Yellowthroat,393855,trichas,31.8968,-116.6099
United States,41,Common Yellowthroat,295973,trichas,32.5547,-117.0634
United States,46,Common Yellowthroat,358838,trichas,38.1529,-121.9785
United States,48,Common Yellowthroat,482870,trichas,32.8321,-117.0493
United States,49,Common Yellowthroat,416253,trichas,36.4387,-115.359
United States,49,Common Yellowthroat,318363,trichas,37.174,-120.8015
United States,51,Common Yellowthroat,292265,trichas,33.6992,-114.5032
United States,56,Common Yellowthroat,469897,trichas,33.6146,-116.7097
United States,64,Common Yellowthroat,408125,trichas,33.6651,-117.8434
United States,64,Common Yellowthroat,315931,trichas,32.8331,-114.4721
United States,72,Common Yellowthroat,447419,trichas,38.0723,-122.8817
United States,73,Common Yellowthroat,447421,trichas,38.2443,-121.4127
United States,76,Common Yellowthroat,129076,trichas,35.329,-120.4782
United States,3,Dark-eyed Junco,58546,hyemalis,36.555,-118.751
United States,3,Dark-eyed Junco,381586,hyemalis,39.698,-120.45299999999999
United States,4,Dark-eyed Junco,128241,hyemalis,36.4744,-121.1864
United States,6,Dark-eyed Junco,412626,hyemalis,35.4242,-120.7375
United States,8,Dark-eyed Junco,449492,hyemalis,32.686,-117.243
United States,12,Dark-eyed Junco,104699,hyemalis,36.335,-115.678
United States,13,Dark-eyed Junco,408142,hyemalis,34.346,-117.915
United States,14,Dark-eyed Junco,321210,hyemalis,32.8708,-117.24799999999999
United States,15,Dark-eyed Junco,213755,hyemalis,34.346,-117.915
United States,17,Dark-eyed Junco,357028,hyemalis,38.3146,-122.3725
United States,17,Dark-eyed Junco,125081,hyemalis,32.9823,-116.6008
United States,18,Dark-eyed Junco,481214,hyemalis,36.4728,-121.1873
United States,19,Dark-eyed Junco,59030,hyemalis,40.321,-121.427
United States,19,Dark-eyed Junco,234347,hyemalis,34.2105,-116.7618
United States,20,Dark-eyed Junco,187270,hyemalis,39.0785,-123.4743
United States,21,Dark-eyed Junco,481068,hyemalis,39.3346,-117.1631
United States,21,Dark-eyed Junco,369689,hyemalis,41.6819,-118.7242
United States,22,Dark-eyed Junco,408663,hyemalis,37.5131,-119.6052
United States,22,Dark-eyed Junco,408664,hyemalis,37.5131,-119.6052
United States,23,Dark-eyed Junco,367058,hyemalis,35.1791,-120.5168
United States,23,Dark-eyed Junco,224752,hyemalis,32.8693,-116.4162
United States,25,Dark-eyed Junco,408651,hyemalis,34.2449,-117.0605
United States,25,Dark-eyed Junco,381584,hyemalis,39.698,-120.45299999999999
United States,25,Dark-eyed Junco,289054,hyemalis,35.0913,-113.8886
United States,26,Dark-eyed Junco,247523,hyemalis,35.0913,-113.8886
United States,26,Dark-eyed Junco,256204,hyemalis,39.891999999999996,-120.4226
United States,26,Dark-eyed Junco,125072,hyemalis,36.548,-117.4878
United States,27,Dark-eyed Junco,181419,hyemalis,40.1009,-123.7957
United States,28,Dark-eyed Junco,58547,hyemalis,36.555,-118.751
United States,29,Dark-eyed Junco,256194,hyemalis,39.891999999999996,-120.4226
United States,6,Elegant Tern,162043,elegans,32.7566,-117.2371
United States,6,Elegant Tern,484402,elegans,32.6185,-117.1029
United States,7,Elegant Tern,162042,elegans,32.7566,-117.2371
United States,7,Elegant Tern,283931,elegans,33.699,-118.04299999999999
United States,8,Elegant Tern,284071,elegans,33.699,-118.04299999999999
United States,9,Elegant Tern,283920,elegans,33.699,-118.04299999999999
United States,9,Elegant Tern,282386,elegans,33.699,-118.04299999999999
United States,9,Elegant Tern,486868,elegans,32.6185,-117.1029
United States,10,Elegant Tern,282394,elegans,33.699,-118.04299999999999
United States,11,Elegant Tern,283933,elegans,33.699,-118.04299999999999
United States,11,Elegant Tern,282401,elegans,33.699,-118.04299999999999
United States,11,Elegant Tern,282389,elegans,33.699,-118.04299999999999
United States,12,Elegant Tern,282380,elegans,33.699,-118.04299999999999
United States,12,Elegant Tern,284157,elegans,33.699,-118.04299999999999
United States,12,Elegant Tern,282383,elegans,33.699,-118.04299999999999
United States,12,Elegant Tern,284164,elegans,33.699,-118.04299999999999
United States,13,Elegant Tern,283924,elegans,33.699,-118.04299999999999
United States,13,Elegant Tern,284068,elegans,33.699,-118.04299999999999
United States,13,Elegant Tern,284161,elegans,33.699,-118.04299999999999
United States,13,Elegant Tern,282379,elegans,33.699,-118.04299999999999
United States,14,Elegant Tern,485500,elegans,32.6185,-117.1029
United States,14,Elegant Tern,282384,elegans,33.699,-118.04299999999999
United States,14,Elegant Tern,282382,elegans,33.699,-118.04299999999999
United States,14,Elegant Tern,284064,elegans,33.699,-118.04299999999999
United States,15,Elegant Tern,283932,elegans,33.699,-118.04299999999999
United States,15,Elegant Tern,284063,elegans,33.699,-118.04299999999999
United States,16,Elegant Tern,284065,elegans,33.699,-118.04299999999999
United States,16,Elegant Tern,284148,elegans,33.699,-118.04299999999999
United States,16,Elegant Tern,284062,elegans,33.699,-118.04299999999999
United States,16,Elegant Tern,282408,elegans,33.699,-118.04299999999999
United States,4,Flammulated Owl,371121,flammeolus,34.3528,-117.8807
United States,13,Flammulated Owl,259521,flammeolus,34.346,-117.915
United States,17,Flammulated Owl,178817,flammeolus,34.3486,-117.9457
United States,21,Flammulated Owl,256990,flammeolus,34.346,-117.915
United States,26,Flammulated Owl,422668,flammeolus,35.7232,-118.56700000000001
United States,27,Flammulated Owl,483519,flammeolus,34.3513,-117.8855
United States,28,Flammulated Owl,181719,flammeolus,34.346,-117.915
United States,32,Flammulated Owl,379902,flammeolus,34.3576,-117.8494
United States,37,Flammulated Owl,408145,flammeolus,34.346,-117.915
United States,37,Flammulated Owl,408147,flammeolus,34.346,-117.915
United States,41,Flammulated Owl,143461,flammeolus,34.35,-117.8315
United States,42,Flammulated Owl,422666,flammeolus,35.7232,-118.56700000000001
United States,42,Flammulated Owl,422665,flammeolus,35.7232,-118.56700000000001
United States,42,Flammulated Owl,418682,flammeolus,34.351,-117.934
United States,42,Flammulated Owl,262811,flammeolus,34.346,-117.915
United States,43,Flammulated Owl,379915,flammeolus,34.3576,-117.8494
United States,44,Flammulated Owl,181720,flammeolus,34.346,-117.915
United States,44,Flammulated Owl,190184,flammeolus,34.346,-117.915
United States,45,Flammulated Owl,478222,flammeolus,34.35,-117.8315
United States,47,Flammulated Owl,143368,flammeolus,34.346,-117.915
United States,47,Flammulated Owl,256988,flammeolus,34.346,-117.915
United States,53,Flammulated Owl,408146,flammeolus,34.346,-117.915
United States,54,Flammulated Owl,371120,flammeolus,34.3528,-117.8807
United States,58,Flammulated Owl,414591,flammeolus,34.3528,-117.8807
United States,58,Flammulated Owl,246473,flammeolus,34.346,-117.915
United States,58,Flammulated Owl,256989,flammeolus,34.346,-117.915
United States,59,Flammulated Owl,177880,flammeolus,34.346,-117.915
United States,60,Flammulated Owl,262812,flammeolus,34.346,-117.915
United States,62,Flammulated Owl,379901,flammeolus,34.3576,-117.8494
United States,64,Flammulated Owl,483522,flammeolus,34.3513,-117.8855
United States,7,Forster's Tern,302351,forsteri,33.699,-118.04299999999999
United States,7,Forster's Tern,302354,forsteri,33.699,-118.04299999999999
United States,7,Forster's Tern,302378,forsteri,33.699,-118.04299999999999
United States,8,Forster's Tern,77925,forsteri,37.442,-122.008
United States,9,Forster's Tern,302876,forsteri,33.699,-118.04299999999999
United States,9,Forster's Tern,302875,forsteri,33.699,-118.04299999999999
United States,10,Forster's Tern,302365,forsteri,33.699,-118.04299999999999
United States,10,Forster's Tern,408569,forsteri,33.6422,-117.8867
United States,10,Forster's Tern,143412,forsteri,41.8716,-121.4975
United States,13,Forster's Tern,302329,forsteri,33.699,-118.04299999999999
United States,13,Forster's Tern,302358,forsteri,33.699,-118.04299999999999
United States,15,Forster's Tern,143413,forsteri,41.8716,-121.4975
United States,15,Forster's Tern,302877,forsteri,33.699,-118.04299999999999
United States,17,Forster's Tern,302349,forsteri,33.699,-118.04299999999999
United States,19,Forster's Tern,302326,forsteri,33.699,-118.04299999999999
United States,19,Forster's Tern,482526,forsteri,32.6185,-117.1029
United States,19,Forster's Tern,143416,forsteri,41.8716,-121.4975
United States,21,Forster's Tern,302651,forsteri,33.699,-118.04299999999999
United States,24,Forster's Tern,302327,forsteri,33.699,-118.04299999999999
United States,24,Forster's Tern,302324,forsteri,33.699,-118.04299999999999
United States,25,Forster's Tern,302362,forsteri,33.699,-118.04299999999999
United States,26,Forster's Tern,324787,forsteri,32.6287,-116.92299999999999
United States,27,Forster's Tern,302398,forsteri,33.699,-118.04299999999999
United States,28,Forster's Tern,302760,forsteri,33.699,-118.04299999999999
United States,38,Forster's Tern,143415,forsteri,41.8716,-121.4975
United States,42,Forster's Tern,324774,forsteri,32.6287,-116.92299999999999
United States,49,Forster's Tern,324786,forsteri,32.6287,-116.92299999999999
United States,58,Forster's Tern,302649,forsteri,33.699,-118.04299999999999
United States,60,Forster's Tern,302650,forsteri,33.699,-118.04299999999999
United States,72,Forster's Tern,408570,forsteri,33.6422,-117.8867
United States,6,Great Horned Owl,357021,virginianus,38.3275,-122.3527
United States,6,Great Horned Owl,289232,virginianus,35.475,-120.6443
United States,7,Great Horned Owl,289234,virginianus,35.475,-120.6443
United States,8,Great Horned Owl,477778,virginianus,41.5321,-118.9926
United States,12,Great Horned Owl,111909,virginianus,38.549,-121.774
United States,15,Great Horned Owl,301240,virginianus,34.1601,-117.8256
United States,18,Great Horned Owl,301237,virginianus,34.1601,-117.8256
United States,23,Great Horned Owl,302155,virginianus,34.195,-118.1199
United States,26,Great Horned Owl,297435,virginianus,35.9792,-118.3637
United States,27,Great Horned Owl,283402,virginianus,34.2849,-117.9927
United States,27,Great Horned Owl,283405,virginianus,34.2849,-117.9927
United States,29,Great Horned Owl,288918,virginianus,34.2559,-113.98299999999999
United States,30,Great Horned Owl,291158,virginianus,34.2539,-114.0005
United States,33,Great Horned Owl,283404,virginianus,34.2849,-117.9927
United States,34,Great Horned Owl,291157,virginianus,34.2539,-114.0005
United States,38,Great Horned Owl,167607,virginianus,34.2584,-118.1048
United States,43,Great Horned Owl,335480,virginianus,34.195,-118.1199
United States,46,Great Horned Owl,289828,virginianus,35.9069,-114.7066
United States,47,Great Horned Owl,330635,virginianus,34.195,-118.1199
United States,47,Great Horned Owl,367256,virginianus,38.5274,-121.081
United States,49,Great Horned Owl,312451,virginianus,38.0707,-122.8246
United States,51,Great Horned Owl,135359,virginianus,33.3135,-114.7024
United States,51,Great Horned Owl,408606,virginianus,37.0291,-121.0647
United States,54,Great Horned Owl,445201,virginianus,34.195,-118.1199
United States,55,Great Horned Owl,337290,virginianus,34.195,-118.1199
United States,57,Great Horned Owl,195626,virginianus,34.3434,-117.98299999999999
United States,59,Great Horned Owl,337285,virginianus,34.195,-118.1199
United States,59,Great Horned Owl,283401,virginianus,34.2849,-117.9927
United States,60,Great Horned Owl,113807,virginianus,34.201,-118.01899999999999
United States,60,Great Horned Owl,341467,virginianus,34.195,-118.1199
